datetime,traffic_volume,Trucks,Cars,Bikes,taxi,Bus,Auto,others,Location
15-06-2018 02:00,358,10,114,107,10,10,103,4,Vashi
15-06-2018 03:00,384,11,122,115,11,11,111,3,Vashi
15-06-2018 04:00,866,25,277,259,25,25,251,4,Vashi
15-06-2018 05:00,2843,85,909,852,85,85,824,3,Vashi
15-06-2018 06:00,5432,162,1738,1629,162,162,1575,4,Vashi
15-06-2018 07:00,6361,190,2035,1908,190,190,1844,4,Vashi
15-06-2018 08:00,5671,170,1814,1701,170,170,1644,2,Vashi
15-06-2018 09:00,4977,149,1592,1493,149,149,1443,2,Vashi
15-06-2018 10:00,4801,144,1536,1440,144,144,1392,1,Vashi
15-06-2018 11:00,5025,150,1608,1507,150,150,1457,3,Vashi
15-06-2018 12:00,5396,161,1726,1618,161,161,1564,5,Vashi
15-06-2018 13:00,5168,155,1653,1550,155,155,1498,2,Vashi
15-06-2018 14:00,5614,168,1796,1684,168,168,1628,2,Vashi
15-06-2018 15:00,5993,179,1917,1797,179,179,1737,5,Vashi
15-06-2018 16:00,6333,189,2026,1899,189,189,1836,5,Vashi
15-06-2018 16:00,6333,189,2026,1899,189,189,1836,5,Vashi
15-06-2018 17:00,5165,154,1652,1549,154,154,1497,5,Vashi
15-06-2018 18:00,4369,131,1398,1310,131,131,1267,1,Vashi
15-06-2018 19:00,3688,110,1180,1106,110,110,1069,3,Vashi
15-06-2018 19:00,3688,110,1180,1106,110,110,1069,3,Vashi
15-06-2018 20:00,3123,93,999,936,93,93,905,4,Vashi
15-06-2018 21:00,3118,93,997,935,93,93,904,3,Vashi
15-06-2018 22:00,2778,83,888,833,83,83,805,3,Vashi
15-06-2018 23:00,2666,79,853,799,79,79,773,4,Vashi
16-06-2018 00:00,1386,41,443,415,41,41,401,4,Vashi
16-06-2018 01:00,825,24,264,247,24,24,239,3,Vashi
16-06-2018 02:00,587,17,187,176,17,17,170,3,Vashi
16-06-2018 03:00,391,11,125,117,11,11,113,3,Vashi
16-06-2018 04:00,402,12,128,120,12,12,116,2,Vashi
16-06-2018 05:00,772,23,247,231,23,23,223,2,Vashi
16-06-2018 06:00,1196,35,382,358,35,35,346,5,Vashi
16-06-2018 07:00,1651,49,528,495,49,49,478,3,Vashi
16-06-2018 07:00,1651,49,528,495,49,49,478,3,Vashi
16-06-2018 08:00,2329,69,745,698,69,69,675,4,Vashi
16-06-2018 08:00,2329,69,745,698,69,69,675,4,Vashi
16-06-2018 08:00,2329,69,745,698,69,69,675,4,Vashi
16-06-2018 09:00,3017,90,965,905,90,90,874,3,Vashi
16-06-2018 09:00,3017,90,965,905,90,90,874,3,Vashi
16-06-2018 09:00,3017,90,965,905,90,90,874,3,Vashi
16-06-2018 10:00,3514,105,1124,1054,105,105,1019,2,Vashi
16-06-2018 10:00,3514,105,1124,1054,105,105,1019,2,Vashi
16-06-2018 10:00,3514,105,1124,1054,105,105,1019,2,Vashi
16-06-2018 11:00,3907,117,1250,1172,117,117,1133,1,Vashi
16-06-2018 11:00,3907,117,1250,1172,117,117,1133,1,Vashi
16-06-2018 11:00,3907,117,1250,1172,117,117,1133,1,Vashi
16-06-2018 12:00,4494,134,1438,1348,134,134,1303,3,Vashi
16-06-2018 12:00,4494,134,1438,1348,134,134,1303,3,Vashi
16-06-2018 13:00,4834,145,1546,1450,145,145,1401,2,Vashi
16-06-2018 13:00,4834,145,1546,1450,145,145,1401,2,Vashi
16-06-2018 14:00,4900,147,1568,1470,147,147,1421,0,Vashi
16-06-2018 14:00,4900,147,1568,1470,147,147,1421,0,Vashi
16-06-2018 15:00,4363,130,1396,1308,130,130,1265,4,Vashi
16-06-2018 16:00,4495,134,1438,1348,134,134,1303,4,Vashi
16-06-2018 17:00,4053,121,1296,1215,121,121,1175,4,Vashi
16-06-2018 18:00,3987,119,1275,1196,119,119,1156,3,Vashi
16-06-2018 19:00,3223,96,1031,966,96,96,934,4,Vashi
16-06-2018 20:00,2928,87,936,878,87,87,849,4,Vashi
16-06-2018 21:00,2887,86,923,866,86,86,837,3,Vashi
16-06-2018 22:00,2606,78,833,781,78,78,755,3,Vashi
16-06-2018 23:00,2047,61,655,614,61,61,593,2,Vashi
17-06-2018 00:00,1332,39,426,399,39,39,386,4,Vashi
17-06-2018 01:00,866,25,277,259,25,25,251,4,Vashi
17-06-2018 02:00,659,19,210,197,19,19,191,4,Vashi
17-06-2018 03:00,413,12,132,123,12,12,119,3,Vashi
17-06-2018 04:00,393,11,125,117,11,11,113,5,Vashi
17-06-2018 04:00,393,11,125,117,11,11,113,5,Vashi
17-06-2018 04:00,393,11,125,117,11,11,113,5,Vashi
17-06-2018 05:00,552,16,176,165,16,16,160,3,Vashi
17-06-2018 06:00,885,26,283,265,26,26,256,3,Vashi
17-06-2018 06:00,885,26,283,265,26,26,256,3,Vashi
17-06-2018 07:00,1185,35,379,355,35,35,343,3,Vashi
17-06-2018 08:00,1724,51,551,517,51,51,499,4,Vashi
17-06-2018 08:00,1724,51,551,517,51,51,499,4,Vashi
17-06-2018 09:00,2723,81,871,816,81,81,789,4,Vashi
17-06-2018 10:00,3488,104,1116,1046,104,104,1011,3,Vashi
17-06-2018 11:00,3790,113,1212,1137,113,113,1099,3,Vashi
17-06-2018 12:00,4260,127,1363,1278,127,127,1235,3,Vashi
17-06-2018 13:00,4365,130,1396,1309,130,130,1265,5,Vashi
17-06-2018 14:00,4192,125,1341,1257,125,125,1215,4,Vashi
17-06-2018 15:00,4234,127,1354,1270,127,127,1227,2,Vashi
17-06-2018 16:00,4404,132,1409,1321,132,132,1277,1,Vashi
17-06-2018 16:00,4404,132,1409,1321,132,132,1277,1,Vashi
17-06-2018 17:00,4175,125,1336,1252,125,125,1210,2,Vashi
17-06-2018 17:00,4175,125,1336,1252,125,125,1210,2,Vashi
17-06-2018 18:00,3843,115,1229,1152,115,115,1114,3,Vashi
17-06-2018 18:00,3843,115,1229,1152,115,115,1114,3,Vashi
17-06-2018 19:00,3613,108,1156,1083,108,108,1047,3,Vashi
17-06-2018 20:00,3185,95,1019,955,95,95,923,3,Vashi
17-06-2018 20:00,3185,95,1019,955,95,95,923,3,Vashi
17-06-2018 21:00,2568,77,821,770,77,77,744,2,Vashi
17-06-2018 21:00,2568,77,821,770,77,77,744,2,Vashi
17-06-2018 22:00,2045,61,654,613,61,61,593,2,Vashi
17-06-2018 23:00,1218,36,389,365,36,36,353,3,Vashi
17-06-2018 23:00,1218,36,389,365,36,36,353,3,Vashi
18-06-2018 00:00,627,18,200,188,18,18,181,4,Vashi
18-06-2018 00:00,627,18,200,188,18,18,181,4,Vashi
18-06-2018 01:00,367,11,117,110,11,11,106,1,Vashi
18-06-2018 01:00,367,11,117,110,11,11,106,1,Vashi
18-06-2018 01:00,367,11,117,110,11,11,106,1,Vashi
18-06-2018 01:00,367,11,117,110,11,11,106,1,Vashi
18-06-2018 02:00,272,8,87,81,8,8,78,2,Vashi
18-06-2018 02:00,272,8,87,81,8,8,78,2,Vashi
18-06-2018 02:00,272,8,87,81,8,8,78,2,Vashi
18-06-2018 03:00,365,10,116,109,10,10,105,5,Vashi
18-06-2018 03:00,365,10,116,109,10,10,105,5,Vashi
18-06-2018 03:00,365,10,116,109,10,10,105,5,Vashi
18-06-2018 04:00,802,24,256,240,24,24,232,2,Vashi
18-06-2018 05:00,2891,86,925,867,86,86,838,3,Vashi
18-06-2018 05:00,2891,86,925,867,86,86,838,3,Vashi
18-06-2018 06:00,5541,166,1773,1662,166,166,1606,2,Vashi
18-06-2018 06:00,5541,166,1773,1662,166,166,1606,2,Vashi
18-06-2018 07:00,6386,191,2043,1915,191,191,1851,4,Vashi
18-06-2018 07:00,6386,191,2043,1915,191,191,1851,4,Vashi
18-06-2018 08:00,5765,172,1844,1729,172,172,1671,5,Vashi
18-06-2018 09:00,4767,143,1525,1430,143,143,1382,1,Vashi
18-06-2018 09:00,4767,143,1525,1430,143,143,1382,1,Vashi
18-06-2018 10:00,4161,124,1331,1248,124,124,1206,4,Vashi
18-06-2018 10:00,4161,124,1331,1248,124,124,1206,4,Vashi
18-06-2018 10:00,4161,124,1331,1248,124,124,1206,4,Vashi
18-06-2018 11:00,4435,133,1419,1330,133,133,1286,1,Vashi
18-06-2018 11:00,4435,133,1419,1330,133,133,1286,1,Vashi
18-06-2018 12:00,4829,144,1545,1448,144,144,1400,4,Vashi
18-06-2018 12:00,4829,144,1545,1448,144,144,1400,4,Vashi
18-06-2018 13:00,4743,142,1517,1422,142,142,1375,3,Vashi
18-06-2018 13:00,4743,142,1517,1422,142,142,1375,3,Vashi
18-06-2018 13:00,4743,142,1517,1422,142,142,1375,3,Vashi
18-06-2018 14:00,4935,148,1579,1480,148,148,1431,1,Vashi
18-06-2018 14:00,4935,148,1579,1480,148,148,1431,1,Vashi
18-06-2018 15:00,5558,166,1778,1667,166,166,1611,4,Vashi
18-06-2018 16:00,6757,202,2162,2027,202,202,1959,3,Vashi
18-06-2018 17:00,6306,189,2017,1891,189,189,1828,3,Vashi
18-06-2018 18:00,4352,130,1392,1305,130,130,1262,3,Vashi
18-06-2018 19:00,3248,97,1039,974,97,97,941,3,Vashi
18-06-2018 20:00,2762,82,883,828,82,82,800,5,Vashi
18-06-2018 21:00,2460,73,787,738,73,73,713,3,Vashi
18-06-2018 22:00,1710,51,547,513,51,51,495,2,Vashi
18-06-2018 23:00,1012,30,323,303,30,30,293,3,Vashi
19-06-2018 00:00,592,17,189,177,17,17,171,4,Vashi
19-06-2018 01:00,373,11,119,111,11,11,108,2,Vashi
19-06-2018 02:00,269,8,86,80,8,8,78,1,Vashi
19-06-2018 03:00,369,11,118,110,11,11,107,1,Vashi
19-06-2018 04:00,893,26,285,267,26,26,258,5,Vashi
19-06-2018 04:00,893,26,285,267,26,26,258,5,Vashi
19-06-2018 05:00,3038,91,972,911,91,91,881,1,Vashi
19-06-2018 05:00,3038,91,972,911,91,91,881,1,Vashi
19-06-2018 05:00,3038,91,972,911,91,91,881,1,Vashi
19-06-2018 06:00,5483,164,1754,1644,164,164,1590,3,Vashi
19-06-2018 06:00,5483,164,1754,1644,164,164,1590,3,Vashi
19-06-2018 06:00,5483,164,1754,1644,164,164,1590,3,Vashi
19-06-2018 07:00,5506,165,1761,1651,165,165,1596,3,Vashi
19-06-2018 07:00,5506,165,1761,1651,165,165,1596,3,Vashi
19-06-2018 08:00,4851,145,1552,1455,145,145,1406,3,Vashi
19-06-2018 08:00,4851,145,1552,1455,145,145,1406,3,Vashi
19-06-2018 09:00,4792,143,1533,1437,143,143,1389,4,Vashi
19-06-2018 09:00,4792,143,1533,1437,143,143,1389,4,Vashi
19-06-2018 09:00,4792,143,1533,1437,143,143,1389,4,Vashi
19-06-2018 10:00,4244,127,1358,1273,127,127,1230,2,Vashi
19-06-2018 10:00,4244,127,1358,1273,127,127,1230,2,Vashi
19-06-2018 10:00,4244,127,1358,1273,127,127,1230,2,Vashi
19-06-2018 11:00,4346,130,1390,1303,130,130,1260,3,Vashi
19-06-2018 11:00,4346,130,1390,1303,130,130,1260,3,Vashi
19-06-2018 11:00,4346,130,1390,1303,130,130,1260,3,Vashi
19-06-2018 11:00,4346,130,1390,1303,130,130,1260,3,Vashi
19-06-2018 12:00,4585,137,1467,1375,137,137,1329,3,Vashi
19-06-2018 12:00,4585,137,1467,1375,137,137,1329,3,Vashi
19-06-2018 12:00,4585,137,1467,1375,137,137,1329,3,Vashi
19-06-2018 13:00,4728,141,1512,1418,141,141,1371,4,Vashi
19-06-2018 13:00,4728,141,1512,1418,141,141,1371,4,Vashi
19-06-2018 14:00,5109,153,1634,1532,153,153,1481,3,Vashi
19-06-2018 14:00,5109,153,1634,1532,153,153,1481,3,Vashi
19-06-2018 14:00,5109,153,1634,1532,153,153,1481,3,Vashi
19-06-2018 15:00,5852,175,1872,1755,175,175,1697,3,Vashi
19-06-2018 15:00,5852,175,1872,1755,175,175,1697,3,Vashi
19-06-2018 15:00,5852,175,1872,1755,175,175,1697,3,Vashi
19-06-2018 15:00,5852,175,1872,1755,175,175,1697,3,Vashi
19-06-2018 16:00,6821,204,2182,2046,204,204,1978,3,Vashi
19-06-2018 16:00,6821,204,2182,2046,204,204,1978,3,Vashi
19-06-2018 17:00,6085,182,1947,1825,182,182,1764,3,Vashi
19-06-2018 18:00,4546,136,1454,1363,136,136,1318,3,Vashi
19-06-2018 18:00,4546,136,1454,1363,136,136,1318,3,Vashi
19-06-2018 18:00,4546,136,1454,1363,136,136,1318,3,Vashi
19-06-2018 19:00,3263,97,1044,978,97,97,946,4,Vashi
19-06-2018 19:00,3263,97,1044,978,97,97,946,4,Vashi
19-06-2018 19:00,3263,97,1044,978,97,97,946,4,Vashi
19-06-2018 20:00,2804,84,897,841,84,84,813,1,Vashi
19-06-2018 20:00,2804,84,897,841,84,84,813,1,Vashi
19-06-2018 21:00,2454,73,785,736,73,73,711,3,Vashi
19-06-2018 21:00,2454,73,785,736,73,73,711,3,Vashi
19-06-2018 22:00,1796,53,574,538,53,53,520,5,Vashi
19-06-2018 22:00,1796,53,574,538,53,53,520,5,Vashi
19-06-2018 23:00,1190,35,380,357,35,35,345,3,Vashi
19-06-2018 23:00,1190,35,380,357,35,35,345,3,Vashi
20-06-2018 00:00,663,19,212,198,19,19,192,4,Vashi
20-06-2018 01:00,406,12,129,121,12,12,117,3,Vashi
20-06-2018 01:00,406,12,129,121,12,12,117,3,Vashi
20-06-2018 02:00,301,9,96,90,9,9,87,1,Vashi
20-06-2018 03:00,385,11,123,115,11,11,111,3,Vashi
20-06-2018 04:00,935,28,299,280,28,28,271,1,Vashi
20-06-2018 05:00,3134,94,1002,940,94,94,908,2,Vashi
20-06-2018 06:00,5769,173,1846,1730,173,173,1673,1,Vashi
20-06-2018 07:00,6295,188,2014,1888,188,188,1825,4,Vashi
20-06-2018 07:00,6295,188,2014,1888,188,188,1825,4,Vashi
20-06-2018 08:00,5540,166,1772,1662,166,166,1606,2,Vashi
20-06-2018 09:00,4890,146,1564,1467,146,146,1418,3,Vashi
20-06-2018 10:00,4544,136,1454,1363,136,136,1317,2,Vashi
20-06-2018 11:00,4675,140,1496,1402,140,140,1355,2,Vashi
20-06-2018 12:00,4824,144,1543,1447,144,144,1398,4,Vashi
20-06-2018 13:00,4941,148,1581,1482,148,148,1432,2,Vashi
20-06-2018 14:00,5161,154,1651,1548,154,154,1496,4,Vashi
20-06-2018 15:00,5864,175,1876,1759,175,175,1700,4,Vashi
20-06-2018 16:00,6811,204,2179,2043,204,204,1975,2,Vashi
20-06-2018 17:00,6439,193,2060,1931,193,193,1867,2,Vashi
20-06-2018 18:00,4622,138,1479,1386,138,138,1340,3,Vashi
20-06-2018 19:00,3418,102,1093,1025,102,102,991,3,Vashi
20-06-2018 20:00,3024,90,967,907,90,90,876,4,Vashi
20-06-2018 21:00,2758,82,882,827,82,82,799,4,Vashi
20-06-2018 22:00,1956,58,625,586,58,58,567,4,Vashi
20-06-2018 23:00,1209,36,386,362,36,36,350,3,Vashi
21-06-2018 00:00,634,19,202,190,19,19,183,2,Vashi
21-06-2018 01:00,462,13,147,138,13,13,133,5,Vashi
21-06-2018 02:00,348,10,111,104,10,10,100,3,Vashi
21-06-2018 03:00,426,12,136,127,12,12,123,4,Vashi
21-06-2018 04:00,938,28,300,281,28,28,272,1,Vashi
21-06-2018 05:00,3112,93,995,933,93,93,902,3,Vashi
21-06-2018 06:00,5778,173,1848,1733,173,173,1675,3,Vashi
21-06-2018 07:00,6557,196,2098,1967,196,196,1901,3,Vashi
21-06-2018 07:00,6557,196,2098,1967,196,196,1901,3,Vashi
21-06-2018 08:00,5490,164,1756,1647,164,164,1592,3,Vashi
21-06-2018 09:00,4982,149,1594,1494,149,149,1444,3,Vashi
21-06-2018 10:00,4951,148,1584,1485,148,148,1435,3,Vashi
21-06-2018 11:00,5167,155,1653,1550,155,155,1498,1,Vashi
21-06-2018 12:00,5083,152,1626,1524,152,152,1474,3,Vashi
21-06-2018 13:00,4942,148,1581,1482,148,148,1433,2,Vashi
21-06-2018 14:00,5025,150,1608,1507,150,150,1457,3,Vashi
21-06-2018 15:00,5768,173,1845,1730,173,173,1672,2,Vashi
21-06-2018 16:00,6511,195,2083,1953,195,195,1888,2,Vashi
21-06-2018 17:00,5997,179,1919,1799,179,179,1739,3,Vashi
21-06-2018 18:00,4592,137,1469,1377,137,137,1331,4,Vashi
21-06-2018 19:00,3823,114,1223,1146,114,114,1108,4,Vashi
21-06-2018 20:00,3385,101,1083,1015,101,101,981,3,Vashi
21-06-2018 21:00,3446,103,1102,1033,103,103,999,3,Vashi
21-06-2018 22:00,2583,77,826,774,77,77,749,3,Vashi
21-06-2018 23:00,1455,43,465,436,43,43,421,4,Vashi
22-06-2018 00:00,805,24,257,241,24,24,233,2,Vashi
22-06-2018 01:00,471,14,150,141,14,14,136,2,Vashi
22-06-2018 02:00,364,10,116,109,10,10,105,4,Vashi
22-06-2018 03:00,384,11,122,115,11,11,111,3,Vashi
22-06-2018 04:00,876,26,280,262,26,26,254,2,Vashi
22-06-2018 05:00,3056,91,977,916,91,91,886,4,Vashi
22-06-2018 06:00,5460,163,1747,1638,163,163,1583,3,Vashi
22-06-2018 07:00,6222,186,1991,1866,186,186,1804,3,Vashi
22-06-2018 08:00,5604,168,1793,1681,168,168,1625,1,Vashi
22-06-2018 09:00,5053,151,1616,1515,151,151,1465,4,Vashi
22-06-2018 10:00,4765,142,1524,1429,142,142,1381,5,Vashi
22-06-2018 11:00,5128,153,1640,1538,153,153,1487,4,Vashi
22-06-2018 12:00,5225,156,1672,1567,156,156,1515,3,Vashi
22-06-2018 13:00,5104,153,1633,1531,153,153,1480,1,Vashi
22-06-2018 14:00,5351,160,1712,1605,160,160,1551,3,Vashi
22-06-2018 15:00,5843,175,1869,1752,175,175,1694,3,Vashi
22-06-2018 16:00,6010,180,1923,1803,180,180,1742,2,Vashi
22-06-2018 17:00,5120,153,1638,1536,153,153,1484,3,Vashi
22-06-2018 18:00,4676,140,1496,1402,140,140,1356,2,Vashi
22-06-2018 19:00,3976,119,1272,1192,119,119,1153,2,Vashi
22-06-2018 20:00,3535,106,1131,1060,106,106,1025,1,Vashi
22-06-2018 21:00,3473,104,1111,1041,104,104,1007,2,Vashi
22-06-2018 22:00,3529,105,1129,1058,105,105,1023,4,Vashi
22-06-2018 23:00,3654,109,1169,1096,109,109,1059,3,Vashi
23-06-2018 00:00,1540,46,492,462,46,46,446,2,Vashi
23-06-2018 01:00,872,26,279,261,26,26,252,2,Vashi
23-06-2018 02:00,629,18,201,188,18,18,182,4,Vashi
23-06-2018 03:00,407,12,130,122,12,12,118,1,Vashi
23-06-2018 04:00,513,15,164,153,15,15,148,3,Vashi
23-06-2018 05:00,966,28,309,289,28,28,280,4,Vashi
23-06-2018 05:00,966,28,309,289,28,28,280,4,Vashi
23-06-2018 05:00,966,28,309,289,28,28,280,4,Vashi
23-06-2018 06:00,1495,44,478,448,44,44,433,4,Vashi
23-06-2018 06:00,1495,44,478,448,44,44,433,4,Vashi
23-06-2018 06:00,1495,44,478,448,44,44,433,4,Vashi
23-06-2018 07:00,2474,74,791,742,74,74,717,2,Vashi
23-06-2018 07:00,2474,74,791,742,74,74,717,2,Vashi
23-06-2018 08:00,3353,100,1072,1005,100,100,972,4,Vashi
23-06-2018 09:00,4065,121,1300,1219,121,121,1178,5,Vashi
23-06-2018 10:00,4318,129,1381,1295,129,129,1252,3,Vashi
23-06-2018 11:00,4621,138,1478,1386,138,138,1340,3,Vashi
23-06-2018 12:00,5018,150,1605,1505,150,150,1455,3,Vashi
23-06-2018 13:00,4560,136,1459,1368,136,136,1322,3,Vashi
23-06-2018 14:00,4620,138,1478,1386,138,138,1339,3,Vashi
23-06-2018 15:00,4417,132,1413,1325,132,132,1280,3,Vashi
23-06-2018 16:00,4372,131,1399,1311,131,131,1267,2,Vashi
23-06-2018 17:00,4510,135,1443,1353,135,135,1307,2,Vashi
23-06-2018 18:00,3945,118,1262,1183,118,118,1144,2,Vashi
23-06-2018 19:00,3660,109,1171,1098,109,109,1061,3,Vashi
23-06-2018 20:00,3362,100,1075,1008,100,100,974,5,Vashi
23-06-2018 21:00,3504,105,1121,1051,105,105,1016,1,Vashi
23-06-2018 22:00,3572,107,1143,1071,107,107,1035,2,Vashi
23-06-2018 23:00,2484,74,794,745,74,74,720,3,Vashi
24-06-2018 00:00,1515,45,484,454,45,45,439,3,Vashi
24-06-2018 01:00,1016,30,325,304,30,30,294,3,Vashi
24-06-2018 02:00,684,20,218,205,20,20,198,3,Vashi
24-06-2018 03:00,409,12,130,122,12,12,118,3,Vashi
24-06-2018 04:00,373,11,119,111,11,11,108,2,Vashi
24-06-2018 05:00,614,18,196,184,18,18,178,2,Vashi
24-06-2018 06:00,1091,32,349,327,32,32,316,3,Vashi
24-06-2018 07:00,1499,44,479,449,44,44,434,5,Vashi
24-06-2018 07:00,1499,44,479,449,44,44,434,5,Vashi
24-06-2018 07:00,1499,44,479,449,44,44,434,5,Vashi
24-06-2018 08:00,2362,70,755,708,70,70,684,5,Vashi
24-06-2018 09:00,3560,106,1139,1068,106,106,1032,3,Vashi
24-06-2018 10:00,4187,125,1339,1256,125,125,1214,3,Vashi
24-06-2018 11:00,4186,125,1339,1255,125,125,1213,4,Vashi
24-06-2018 12:00,4302,129,1376,1290,129,129,1247,2,Vashi
24-06-2018 12:00,4302,129,1376,1290,129,129,1247,2,Vashi
24-06-2018 13:00,4235,127,1355,1270,127,127,1228,1,Vashi
24-06-2018 13:00,4235,127,1355,1270,127,127,1228,1,Vashi
24-06-2018 14:00,4317,129,1381,1295,129,129,1251,3,Vashi
24-06-2018 15:00,4313,129,1380,1293,129,129,1250,3,Vashi
24-06-2018 16:00,4256,127,1361,1276,127,127,1234,4,Vashi
24-06-2018 17:00,4118,123,1317,1235,123,123,1194,3,Vashi
24-06-2018 18:00,4022,120,1287,1206,120,120,1166,3,Vashi
24-06-2018 19:00,3438,103,1100,1031,103,103,997,1,Vashi
24-06-2018 20:00,3187,95,1019,956,95,95,924,3,Vashi
24-06-2018 21:00,2556,76,817,766,76,76,741,4,Vashi
24-06-2018 22:00,1962,58,627,588,58,58,568,5,Vashi
24-06-2018 23:00,1209,36,386,362,36,36,350,3,Vashi
25-06-2018 00:00,652,19,208,195,19,19,189,3,Vashi
25-06-2018 01:00,422,12,135,126,12,12,122,3,Vashi
25-06-2018 02:00,331,9,105,99,9,9,95,5,Vashi
25-06-2018 03:00,406,12,129,121,12,12,117,3,Vashi
25-06-2018 04:00,902,27,288,270,27,27,261,2,Vashi
25-06-2018 05:00,2982,89,954,894,89,89,864,3,Vashi
25-06-2018 06:00,5588,167,1788,1676,167,167,1620,3,Vashi
25-06-2018 07:00,6146,184,1966,1843,184,184,1782,3,Vashi
25-06-2018 08:00,5383,161,1722,1614,161,161,1561,3,Vashi
25-06-2018 08:00,5383,161,1722,1614,161,161,1561,3,Vashi
25-06-2018 09:00,4654,139,1489,1396,139,139,1349,3,Vashi
25-06-2018 09:00,4654,139,1489,1396,139,139,1349,3,Vashi
25-06-2018 10:00,4310,129,1379,1293,129,129,1249,2,Vashi
25-06-2018 11:00,4530,135,1449,1359,135,135,1313,4,Vashi
25-06-2018 12:00,4748,142,1519,1424,142,142,1376,3,Vashi
25-06-2018 13:00,4673,140,1495,1401,140,140,1355,2,Vashi
25-06-2018 14:00,4877,146,1560,1463,146,146,1414,2,Vashi
25-06-2018 15:00,5605,168,1793,1681,168,168,1625,2,Vashi
25-06-2018 16:00,6232,186,1994,1869,186,186,1807,4,Vashi
25-06-2018 17:00,5772,173,1847,1731,173,173,1673,2,Vashi
25-06-2018 18:00,4086,122,1307,1225,122,122,1184,4,Vashi
25-06-2018 19:00,3288,98,1052,986,98,98,953,3,Vashi
25-06-2018 20:00,2944,88,942,883,88,88,853,2,Vashi
25-06-2018 21:00,2559,76,818,767,76,76,742,4,Vashi
25-06-2018 22:00,1974,59,631,592,59,59,572,2,Vashi
25-06-2018 23:00,1136,34,363,340,34,34,329,2,Vashi
25-06-2018 23:00,1136,34,363,340,34,34,329,2,Vashi
26-06-2018 00:00,624,18,199,187,18,18,180,4,Vashi
26-06-2018 00:00,624,18,199,187,18,18,180,4,Vashi
26-06-2018 01:00,417,12,133,125,12,12,120,3,Vashi
26-06-2018 02:00,297,8,95,89,8,8,86,3,Vashi
26-06-2018 02:00,297,8,95,89,8,8,86,3,Vashi
26-06-2018 02:00,297,8,95,89,8,8,86,3,Vashi
26-06-2018 03:00,353,10,112,105,10,10,102,4,Vashi
26-06-2018 03:00,353,10,112,105,10,10,102,4,Vashi
26-06-2018 03:00,353,10,112,105,10,10,102,4,Vashi
26-06-2018 03:00,353,10,112,105,10,10,102,4,Vashi
26-06-2018 04:00,887,26,283,266,26,26,257,3,Vashi
26-06-2018 04:00,887,26,283,266,26,26,257,3,Vashi
26-06-2018 04:00,887,26,283,266,26,26,257,3,Vashi
26-06-2018 05:00,2973,89,951,891,89,89,862,2,Vashi
26-06-2018 05:00,2973,89,951,891,89,89,862,2,Vashi
26-06-2018 06:00,5381,161,1721,1614,161,161,1560,3,Vashi
26-06-2018 06:00,5381,161,1721,1614,161,161,1560,3,Vashi
26-06-2018 07:00,6350,190,2032,1905,190,190,1841,2,Vashi
26-06-2018 07:00,6350,190,2032,1905,190,190,1841,2,Vashi
26-06-2018 08:00,5756,172,1841,1726,172,172,1669,4,Vashi
26-06-2018 09:00,4872,146,1559,1461,146,146,1412,2,Vashi
26-06-2018 10:00,4452,133,1424,1335,133,133,1291,3,Vashi
26-06-2018 11:00,4713,141,1508,1413,141,141,1366,3,Vashi
26-06-2018 12:00,5083,152,1626,1524,152,152,1474,3,Vashi
26-06-2018 13:00,4849,145,1551,1454,145,145,1406,3,Vashi
26-06-2018 14:00,4905,147,1569,1471,147,147,1422,2,Vashi
26-06-2018 14:00,4905,147,1569,1471,147,147,1422,2,Vashi
26-06-2018 15:00,5875,176,1880,1762,176,176,1703,2,Vashi
26-06-2018 16:00,6765,202,2164,2029,202,202,1961,5,Vashi
26-06-2018 16:00,6765,202,2164,2029,202,202,1961,5,Vashi
26-06-2018 17:00,6054,181,1937,1816,181,181,1755,3,Vashi
26-06-2018 18:00,4473,134,1431,1341,134,134,1297,2,Vashi
26-06-2018 19:00,3316,99,1061,994,99,99,961,3,Vashi
26-06-2018 20:00,2910,87,931,873,87,87,843,2,Vashi
26-06-2018 20:00,2910,87,931,873,87,87,843,2,Vashi
26-06-2018 21:00,2674,80,855,802,80,80,775,2,Vashi
26-06-2018 22:00,2083,62,666,624,62,62,604,3,Vashi
26-06-2018 23:00,1161,34,371,348,34,34,336,4,Vashi
27-06-2018 00:00,678,20,216,203,20,20,196,3,Vashi
27-06-2018 01:00,411,12,131,123,12,12,119,2,Vashi
27-06-2018 02:00,313,9,100,93,9,9,90,3,Vashi
27-06-2018 03:00,414,12,132,124,12,12,120,2,Vashi
27-06-2018 04:00,898,26,287,269,26,26,260,4,Vashi
27-06-2018 05:00,3151,94,1008,945,94,94,913,3,Vashi
27-06-2018 06:00,5883,176,1882,1764,176,176,1706,3,Vashi
27-06-2018 07:00,6414,192,2052,1924,192,192,1860,2,Vashi
27-06-2018 08:00,5717,171,1829,1715,171,171,1657,3,Vashi
27-06-2018 09:00,5134,154,1642,1540,154,154,1488,2,Vashi
27-06-2018 10:00,4614,138,1476,1384,138,138,1338,2,Vashi
27-06-2018 11:00,4964,148,1588,1489,148,148,1439,4,Vashi
27-06-2018 12:00,5102,153,1632,1530,153,153,1479,2,Vashi
27-06-2018 13:00,4901,147,1568,1470,147,147,1421,1,Vashi
27-06-2018 14:00,5036,151,1611,1510,151,151,1460,2,Vashi
27-06-2018 15:00,5867,176,1877,1760,176,176,1701,1,Vashi
